sample interval	   MLII
3249	 -0.050
3250	 -0.035
3251	 -0.020
3252	  0.000
3253	 -0.010
3254	 -0.035
3255	 -0.050
3256	 -0.065
3257	 -0.050
3258	 -0.060
3259	 -0.090
3260	 -0.130
3261	 -0.190
3262	 -0.235
3263	 -0.260
3264	 -0.280
3265	 -0.285
3266	 -0.300
3267	 -0.300
3268	 -0.295
3269	 -0.295
3270	 -0.270
3271	 -0.265
3272	 -0.270
3273	 -0.290
3274	 -0.290
3275	 -0.285
3276	 -0.275
3277	 -0.270
3278	 -0.270
3279	 -0.285
3280	 -0.275
3281	 -0.255
3282	 -0.250
3283	 -0.245
3284	 -0.255
3285	 -0.270
3286	 -0.260
3287	 -0.255
3288	 -0.255
3289	 -0.250
3290	 -0.270
3291	 -0.280
3292	 -0.240
3293	 -0.170
3294	 -0.030
3295	  0.130
3296	  0.305
3297	  0.500
3298	  0.725
3299	  0.940
3300	1.100
3301	1.215
3302	1.260
3303	1.200
3304	1.065
3305	  0.930
3306	  0.800
3307	  0.660
3308	  0.495
3309	  0.340
3310	  0.235
3311	  0.195
3312	  0.170
3313	  0.085
3314	 -0.025
3315	 -0.130
3316	 -0.195
3317	 -0.250
3318	 -0.305
3319	 -0.355
3320	 -0.395
3321	 -0.420
3322	 -0.420
3323	 -0.425
3324	 -0.440
3325	 -0.440
3326	 -0.460
3327	 -0.455
3328	 -0.460
3329	 -0.450
3330	 -0.435
3331	 -0.440
3332	 -0.450
3333	 -0.450
3334	 -0.440
3335	 -0.425
3336	 -0.410
3337	 -0.420
3338	 -0.435
3339	 -0.440
3340	 -0.430
3341	 -0.425
3342	 -0.415
3343	 -0.425
3344	 -0.425
3345	 -0.425
3346	 -0.420
3347	 -0.410
3348	 -0.405
3349	 -0.415
3350	 -0.420
3351	 -0.425
3352	 -0.435
3353	 -0.430
3354	 -0.425
3355	 -0.410
3356	 -0.425
3357	 -0.425
3358	 -0.425
3359	 -0.425
3360	 -0.430
3361	 -0.440
3362	 -0.440
3363	 -0.430
3364	 -0.425
3365	 -0.420
3366	 -0.405
3367	 -0.410
3368	 -0.425
3369	 -0.410
3370	 -0.415
3371	 -0.405
3372	 -0.410
3373	 -0.395
3374	 -0.400
3375	 -0.405
3376	 -0.385
3377	 -0.365
3378	 -0.345
3379	 -0.330
3380	 -0.325
3381	 -0.320
3382	 -0.310
3383	 -0.290
3384	 -0.280
3385	 -0.265
3386	 -0.260
3387	 -0.270
3388	 -0.245
3389	 -0.220
3390	 -0.190
3391	 -0.170
3392	 -0.160
3393	 -0.170
3394	 -0.155
3395	 -0.140
3396	 -0.125
3397	 -0.130
3398	 -0.125
3399	 -0.125
3400	 -0.110
3401	 -0.105
3402	 -0.110
3403	 -0.110
3404	 -0.120
3405	 -0.125
3406	 -0.140
3407	 -0.135
3408	 -0.130
3409	 -0.150
3410	 -0.155
3411	 -0.180
3412	 -0.185
3413	 -0.180
3414	 -0.165
3415	 -0.175
3416	 -0.200
3417	 -0.200
3418	 -0.200
3419	 -0.210
3420	 -0.190
3421	 -0.210
3422	 -0.210
3423	 -0.210
3424	 -0.220
3425	 -0.210
3426	 -0.210
3427	 -0.225
3428	 -0.220
3429	 -0.235
3430	 -0.225
3431	 -0.215
3432	 -0.220
3433	 -0.235
3434	 -0.245
3435	 -0.260
3436	 -0.250
3437	 -0.245
3438	 -0.255
3439	 -0.255
3440	 -0.255
3441	 -0.255
3442	 -0.250
3443	 -0.250
3444	 -0.240
3445	 -0.245
3446	 -0.245
3447	 -0.245
3448	 -0.250
3449	 -0.245
3450	 -0.235
3451	 -0.235
3452	 -0.245
3453	 -0.245
3454	 -0.245
3455	 -0.245
3456	 -0.240
3457	 -0.265
3458	 -0.250
3459	 -0.265
3460	 -0.245
3461	 -0.230
3462	 -0.230
3463	 -0.240
3464	 -0.250
3465	 -0.265
3466	 -0.255
3467	 -0.245
3468	 -0.230
3469	 -0.235
3470	 -0.235
3471	 -0.250
3472	 -0.245
3473	 -0.235
3474	 -0.240
3475	 -0.240
3476	 -0.255
3477	 -0.270
3478	 -0.250
3479	 -0.245
3480	 -0.250
3481	 -0.240
3482	 -0.260
3483	 -0.260
3484	 -0.265
3485	 -0.245
3486	 -0.240
3487	 -0.245
3488	 -0.240
3489	 -0.240
3490	 -0.240
3491	 -0.220
3492	 -0.210
3493	 -0.190
3494	 -0.170
3495	 -0.180
3496	 -0.165
3497	 -0.150
3498	 -0.150
3499	 -0.175
3500	 -0.175
3501	 -0.165
3502	 -0.125
3503	 -0.095
3504	 -0.070
3505	 -0.065
3506	 -0.075
3507	 -0.070
3508	 -0.060
3509	 -0.030
3510	 -0.025
3511	 -0.035
3512	 -0.055
3513	 -0.075
3514	 -0.065
3515	 -0.070
3516	 -0.095
3517	 -0.115
3518	 -0.160
3519	 -0.220
3520	 -0.255
3521	 -0.280
3522	 -0.280
3523	 -0.290
3524	 -0.310
3525	 -0.320
3526	 -0.310
3527	 -0.295
3528	 -0.295
3529	 -0.295
3530	 -0.305
3531	 -0.305
3532	 -0.295
3533	 -0.280
3534	 -0.275
3535	 -0.280
3536	 -0.290
3537	 -0.305
3538	 -0.285
3539	 -0.275
3540	 -0.275
3541	 -0.265
3542	 -0.255
3543	 -0.265
3544	 -0.265
3545	 -0.260
3546	 -0.245
3547	 -0.245
3548	 -0.260
3549	 -0.270
3550	 -0.265
3551	 -0.230
3552	 -0.170
3553	 -0.070
3554	  0.070
3555	  0.230
3556	  0.410
3557	  0.580
3558	  0.750
3559	  0.880
3560	1.005
3561	1.105
3562	1.190
3563	1.245
3564	1.200
3565	1.065
3566	  0.905
3567	  0.760
3568	  0.660
3569	  0.530
3570	  0.375
3571	  0.235
3572	  0.135
3573	  0.075
3574	  0.000
3575	 -0.085
3576	 -0.155
3577	 -0.220
3578	 -0.260
3579	 -0.300
3580	 -0.330
3581	 -0.355
3582	 -0.390
3583	 -0.410
3584	 -0.445
3585	 -0.450
3586	 -0.450
3587	 -0.445
3588	 -0.460
3589	 -0.455
3590	 -0.465
3591	 -0.470
3592	 -0.445
3593	 -0.435
3594	 -0.435
3595	 -0.430
3596	 -0.445
3597	 -0.435
3598	 -0.435
3599	 -0.415
